iter	Passed	Remaining
818	1609	355
819	1611	353
820	1613	351
821	1615	349
822	1617	347
823	1618	345
824	1620	343
825	1622	341
826	1624	339
827	1626	337
828	1627	335
829	1629	333
830	1631	331
831	1633	329
832	1635	327
833	1636	325
834	1638	323
835	1640	321
836	1642	319
837	1643	317
838	1645	315
839	1647	313
840	1649	311
841	1651	309
842	1653	307
843	1654	305
844	1656	303
845	1658	301
846	1660	299
847	1661	297
848	1663	295
849	1665	293
850	1667	291
851	1669	289
852	1670	287
853	1672	285
854	1674	283
855	1676	281
856	1677	279
857	1680	278
858	1681	276
859	1683	274
860	1685	272
861	1687	270
862	1689	268
863	1690	266
864	1692	264
865	1694	262
866	1696	260
867	1698	258
868	1699	256
869	1701	254
870	1702	252
871	1704	250
872	1705	248
873	1708	246
874	1709	244
875	1711	242
876	1713	240
877	1715	238
878	1717	236
879	1719	234
880	1721	232
881	1722	230
882	1724	228
883	1726	226
884	1728	224
885	1729	222
886	1731	220
887	1733	218
888	1735	216
889	1736	214
890	1738	212
891	1740	210
892	1742	208
893	1744	206
894	1746	204
895	1748	202
896	1750	201
897	1752	199
898	1754	197
899	1756	195
900	1758	193
901	1760	191
902	1762	189
903	1763	187
904	1765	185
905	1767	183
906	1768	181
907	1770	179
908	1772	177
909	1774	175
910	1776	173
911	1778	171
912	1779	169
913	1781	167
914	1783	165
915	1785	163
916	1787	161
917	1789	159
918	1790	157
919	1792	155
920	1794	153
921	1796	151
922	1798	150
923	1799	148
924	1801	146
925	1803	144
926	1805	142
927	1807	140
928	1809	138
929	1811	136
930	1812	134
931	1815	132
932	1816	130
933	1818	128
934	1820	126
935	1822	124
936	1824	122
937	1825	120
938	1827	118
939	1829	116
940	1831	114
941	1832	112
942	1834	110
943	1836	108
944	1837	106
945	1839	105
946	1841	103
947	1843	101
948	1845	99
949	1846	97
950	1849	95
951	1850	93
952	1852	91
953	1854	89
954	1856	87
955	1858	85
956	1860	83
957	1861	81
958	1863	79
959	1865	77
960	1867	75
961	1868	73
962	1871	71
963	1872	69
964	1874	67
965	1876	66
966	1878	64
967	1880	62
968	1881	60
969	1883	58
970	1886	56
971	1888	54
972	1890	52
973	1892	50
974	1894	48
975	1896	46
976	1898	44
977	1899	42
978	1901	40
979	1903	38
980	1905	36
981	1907	34
982	1909	33
983	1911	31
984	1913	29
985	1915	27
986	1917	25
987	1919	23
988	1921	21
989	1924	19
990	1926	17
991	1928	15
992	1930	13
993	1932	11
994	1935	9
995	1937	7
996	1939	5
997	1941	3
998	1943	1
999	1945	0
